sample_idx,opponent,strategy,chosen_action,predicted_opponent_action,actual_opponent_action,reward
375,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
376,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
376,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
377,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
377,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
378,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
378,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
379,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
379,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
380,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
380,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
381,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
381,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
382,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
382,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
383,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
383,Alternating,Explicit Opponent Simulation,D,C,C,5.0
384,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
384,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
385,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
385,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
386,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
386,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
387,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
387,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
388,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
388,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
389,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
389,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
390,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
390,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
391,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
391,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
392,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
392,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
393,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
393,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
394,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
394,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
395,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
395,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
396,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
396,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
397,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
397,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
398,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
398,Alternating,Explicit Opponent Simulation,D,C,C,5.0
399,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
399,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
400,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
400,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
401,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
401,Alternating,Explicit Opponent Simulation,D,C,C,5.0
402,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
402,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
403,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
403,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
404,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
404,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
405,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
405,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
406,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
406,Alternating,Explicit Opponent Simulation,D,C,C,5.0
407,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
407,Alternating,Explicit Opponent Simulation,D,D,D,1.0
408,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
408,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
409,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
409,Alternating,Explicit Opponent Simulation,D,D,D,1.0
410,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
410,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
411,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
411,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
412,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
412,Alternating,Explicit Opponent Simulation,D,C,C,5.0
413,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
413,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
414,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
414,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
415,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
415,Alternating,Explicit Opponent Simulation,D,C,C,5.0
416,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
416,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
417,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
417,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
418,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
418,Alternating,Explicit Opponent Simulation,D,D,D,1.0
419,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
419,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
420,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
420,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
421,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
421,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
422,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
422,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
423,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
423,Alternating,Explicit Opponent Simulation,D,D,D,1.0
424,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
424,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
425,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
425,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
426,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
426,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
427,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
427,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
428,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
428,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
429,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
429,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
430,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
430,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
431,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
431,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
432,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
432,Alternating,Explicit Opponent Simulation,D,D,D,1.0
433,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
433,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
434,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
434,Alternating,Explicit Opponent Simulation,D,D,D,1.0
435,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
435,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
436,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
436,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
437,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
437,Alternating,Explicit Opponent Simulation,D,C,C,5.0
438,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
438,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
439,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
439,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
440,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
440,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
441,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
441,Alternating,Explicit Opponent Simulation,D,D,D,1.0
442,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
442,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
443,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
443,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
444,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
444,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
445,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
445,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
446,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
446,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
447,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
447,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
448,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
448,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
449,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
449,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
450,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
450,Alternating,Explicit Opponent Simulation,D,D,D,1.0
451,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
451,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
452,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
452,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
453,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
453,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
454,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
454,Alternating,Explicit Opponent Simulation,D,C,C,5.0
455,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
455,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
456,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
456,Alternating,Explicit Opponent Simulation,D,C,C,5.0
457,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
457,Alternating,Explicit Opponent Simulation,D,D,D,1.0
458,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
458,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
459,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
459,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
460,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
460,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
461,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
461,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
462,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
462,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
463,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
463,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
464,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
464,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
465,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
465,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
466,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
466,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
467,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
467,Alternating,Explicit Opponent Simulation,D,C,C,5.0
468,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
468,Alternating,Explicit Opponent Simulation,D,C,C,5.0
469,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
469,Alternating,Explicit Opponent Simulation,D,C,C,5.0
470,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
470,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
471,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
471,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
472,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
472,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
473,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
473,Alternating,Explicit Opponent Simulation,D,C,C,5.0
474,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
474,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
475,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
475,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
476,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
476,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
477,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
477,Alternating,Explicit Opponent Simulation,D,C,C,5.0
478,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
478,Alternating,Explicit Opponent Simulation,D,C,C,5.0
479,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
479,Alternating,Explicit Opponent Simulation,D,C,C,5.0
480,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
480,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
481,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
481,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
482,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
482,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
483,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
483,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
484,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
484,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
485,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
485,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
486,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
486,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
487,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
487,Alternating,Explicit Opponent Simulation,D,D,D,1.0
488,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
488,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
489,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
489,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
490,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
490,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
491,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
491,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
492,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
492,Alternating,Explicit Opponent Simulation,D,C,C,5.0
493,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
493,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
494,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
494,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
495,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
495,Alternating,Explicit Opponent Simulation,D,D,D,1.0
496,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
496,Alternating,Explicit Opponent Simulation,D,C,C,5.0
497,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
497,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
498,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
498,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
499,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
499,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
500,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
500,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
501,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
501,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
502,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
502,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
503,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
503,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
504,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
504,Alternating,Explicit Opponent Simulation,D,C,C,5.0
505,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
505,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
506,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
506,Alternating,Explicit Opponent Simulation,D,C,C,5.0
507,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
507,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
508,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
508,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
509,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
509,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
510,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
510,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
511,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
511,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
512,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
512,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
513,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
513,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
514,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
514,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
515,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
515,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
516,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
516,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
517,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
517,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
518,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
518,Alternating,Explicit Opponent Simulation,D,D,D,1.0
519,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
519,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
520,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
520,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
521,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
521,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
522,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
522,Alternating,Explicit Opponent Simulation,D,D,D,1.0
523,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
523,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
524,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
524,Alternating,Explicit Opponent Simulation,D,C,C,5.0
525,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
525,Alternating,Explicit Opponent Simulation,D,C,C,5.0
526,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
526,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
527,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
527,Alternating,Explicit Opponent Simulation,D,D,D,1.0
528,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
528,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
529,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
529,Alternating,Explicit Opponent Simulation,D,C,C,5.0
530,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
530,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
531,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
531,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
532,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
532,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
533,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
533,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
534,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
534,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
535,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
535,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
536,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
536,Alternating,Explicit Opponent Simulation,D,D,D,1.0
537,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
537,Alternating,Explicit Opponent Simulation,D,C,C,5.0
538,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
538,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
539,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
539,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
540,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
540,Alternating,Explicit Opponent Simulation,D,D,D,1.0
541,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
541,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
542,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
542,Alternating,Explicit Opponent Simulation,D,C,C,5.0
543,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
543,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
544,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
544,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
545,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
545,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
546,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
546,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
547,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
547,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
548,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
548,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
549,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
549,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
550,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
550,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
551,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
551,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
552,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
552,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
553,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
553,Alternating,Explicit Opponent Simulation,D,C,C,5.0
554,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
554,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
555,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
555,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
556,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
556,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
557,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
557,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
558,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
558,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
559,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
559,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
560,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
560,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
561,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
561,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
562,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
562,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
